"NatCom_1",2.92472368975213e-06,1.12970583958788e-05,7.69866829509314e-07,1.42043397380304e-06,2.2012177117538e-06
"NatCom_2",2.40052347173035e-06,0,5.51638181911542e-08,2.53137411912432e-06,4.80515288956187e-07
"NatCom_3",4.46916544028556e-05,0,9.03282455483705e-05,5.14875874220846e-07,7.59958509105412e-08
"NatCom_4",0,0,0.000200898981084041,0.000154641493350734,6.37836054413673e-08
"NatCom_5",1.47608646692511e-05,8.59941397382106e-07,5.28878484559772e-08,8.46525258802817e-07,9.09304596943548e-07
"NatCom_6",0,2.73590216512106e-06,3.44380397577712e-06,0,0
"NatCom_7",5.67998892388449e-09,5.63130331713417e-07,9.02755643110084e-06,4.67408602788245e-06,1.17696492335994e-05
"NatCom_8",1.87190434458705e-06,5.65941961295016e-05,0,0,1.32422498383188e-07
"NatCom_9",2.35338047253857e-07,2.40146982689069e-07,4.52863448307085e-05,8.83448593727836e-06,6.76573224564163e-07
"NatCom_10",2.56273843715739e-05,1.0969354361178e-06,1.17642398397658e-05,2.13246473341655e-07,6.81111140674875e-06
"NatCom_11",6.37176404809033e-08,5.01407631592203e-07,4.94056104180076e-07,1.17393354016674e-06,9.59476796147332e-07
"NatCom_12",4.2463701898133e-09,1.50563498391709e-05,8.0859088352167e-07,4.86058593585988e-09,2.55390171581879e-07
"NatCom_13",3.62441591681144e-07,1.71592276459467e-05,3.95950540825214e-06,2.97097702955044e-09,3.15645784418051e-07
"NatCom_14",0,1.86045702341636e-08,0,3.85517485420304e-06,2.71793243870333e-05
"NatCom_15",0.000404388592872795,0,0,8.90510781297671e-05,7.49437975409717e-05
"NatCom_16",1.78671585078994e-07,1.49824071914776e-06,1.31951994125031e-08,7.60839287149533e-05,1.19990229026952e-06
"NatCom_17",1.66103282630826e-06,7.6144965682828e-07,2.92601511855123e-06,2.22435142358077e-06,5.02172966114525e-09
"NatCom_18",3.60017782042449e-05,5.59795705256218e-06,2.4848957432218e-06,1.96637507182242e-05,0
"NatCom_19",1.87954190663635e-05,8.51803284174793e-06,2.34372606802144e-08,0,7.94025985875632e-08
"NatCom_20",1.65830541564599e-07,1.07409919326664e-08,9.2249122924748e-06,8.87711735934001e-05,0.000247392913112454
"NatCom_21",7.37313240964806e-07,1.73733382597793e-06,2.97672701532296e-07,4.92821684425224e-07,4.66008256573526e-07
"NatCom_22",1.00936403926712e-08,0.000109600138531596,1.13732390868318e-08,0,1.28696839126144e-06
"NatCom_23",6.91571679085879e-06,0,0,2.75596297001288e-06,4.92368045245002e-06
