NatCom_1,1.85387724048564E-06,1.71836703412334E-06,7.76688094800398E-07,1.69057903257457E-06,2.12495697157403E-06
NatCom_2,0.000127496639132,9.30970269616914E-06,2.6956536059894E-06,5.96051625384258E-06,6.15895002886442E-05
NatCom_3,2.03015920667349E-06,1.90538787522883E-06,2.50422230994494E-06,2.04534602784418E-06,1.15969524586176E-06
NatCom_4,2.1383560144006E-06,1.16833535876231E-06,1.62438502547936E-06,1.14394717383299E-06,1.43087290455362E-06
NatCom_5,1.78967073174294E-06,2.40203549020364E-06,1.65482525426954E-06,1.82091573385748E-06,1.18173408721533E-06
NatCom_6,2.29094064337006E-06,1.78086852839346E-06,1.98950324992663E-06,1.31931680884276E-06,1.68619729840839E-06
NatCom_7,2.35842987864705E-06,2.15230824676163E-06,3.32638857897011E-06,5.04602216295298E-07,3.04567303735363E-07
NatCom_8,2.34018262555686E-06,2.51836239947434E-06,2.33003501623792E-06,2.54719521057935E-06,4.27867755629138E-06
NatCom_9,1.46450527417691E-06,2.3578188307265E-05,3.25784859068511E-06,6.28446638197911E-08,3.94362309031395E-06
NatCom_10,1.45079472553304E-06,1.68727333154967E-06,2.25495855164302E-06,2.61469826207208E-07,4.22876038680208E-06
NatCom_11,5.29333982652279E-07,2.87819813461602E-06,2.02666522266672E-06,9.14761287135408E-07,3.23373327035519E-06
NatCom_12,1.1759401141328E-06,2.29585156682089E-06,2.00929295696817E-06,1.77442396368365E-06,1.40850753390666E-06
NatCom_13,1.63987197954683E-06,2.91645775407984E-06,4.66544376182595E-06,2.82497530703702E-06,1.87916814229895E-06
NatCom_14,3.18283504821583E-06,2.2342568351911E-05,1.47534305580499E-05,1.39192968263322E-05,1.23862426430626E-06
NatCom_15,1.7000111034208E-06,2.63685914055143E-07,6.04432582420895E-06,1.56463298460637E-06,5.00073426684244E-06
NatCom_16,3.72217967006409E-06,4.16691543652552E-06,1.10029726432749E-05,6.00582915747993E-06,7.93267827315248E-06
NatCom_17,6.8181980290077E-06,2.49509030111547E-06,3.13853311155842E-06,5.29233872170482E-06,4.69073978199473E-06
NatCom_18,1.36830854317005E-06,2.58815305378545E-06,2.30685826717542E-06,1.19470463666498E-06,1.54314454635585E-06
NatCom_19,1.90069410643682E-06,1.43743889807724E-06,8.15129418379025E-06,9.7355802553854E-07,2.36120877243017E-06
NatCom_20,1.1424384477564E-06,2.18872792554407E-06,7.32140657527802E-06,1.12558298451292E-06,2.19569860910712E-06
NatCom_21,2.0430934604775E-06,1.07730735530561E-06,2.14378067550273E-06,1.22703659270984E-06,1.18655822497406E-06
NatCom_22,2.53975058076353E-06,6.47595267916443E-07,3.09531623857859E-06,3.70904508766219E-06,1.42561625431493E-06
NatCom_23,1.59269386030832E-06,1.38489319408986E-06,3.73891882210682E-06,2.15067846242483E-06,2.59912134000818E-06
NatCom_24,1.02406926006671E-06,1.73744366073678E-06,3.8383167459354E-06,8.61094496935454E-07,5.02663369637965E-06
NatCom_25,2.24075626946148E-06,4.23959694259756E-07,2.4462021286874E-07,2.58972675986084E-06,3.07108667366537E-06
NatCom_26,2.27710637702488E-07,1.66553914331593E-06,1.21836594110603E-05,7.38470512108157E-06,1.45817039055223E-06
NatCom_27,6.32910070768027E-06,2.81187032762269E-06,1.45979198030817E-05,1.15914802733372E-05,1.01434409163863E-06
NatCom_28,1.73955989682547E-06,1.19679326083012E-06,8.97297243619501E-07,1.04238658269594E-06,1.79921386086026E-07
NatCom_29,2.04706446865172E-06,2.75203445791869E-06,5.7351793289937E-06,2.01903677112539E-06,1.09048900884502E-07
NatCom_30,1.95849357414654E-06,2.51740449025005E-06,4.86909289976602E-06,2.41541768313961E-05,2.75447274114831E-06
NatCom_31,1.66870162281071E-06,1.97872818148237E-06,1.62022697606601E-06,1.36119133282803E-06,2.097328471021E-06
NatCom_32,4.05525687143931E-06,1.61121322168781E-06,1.45117399589646E-06,3.95030953846741E-06,1.13118665436813E-06
NatCom_33,1.44481432137484E-06,5.22493312621634E-07,1.28601377975414E-06,1.92314378273922E-06,1.15653000742747E-06
NatCom_34,4.92519400794754E-06,1.30576847258784E-07,2.81003665955144E-05,1.03212627287979E-05,1.99849309594868E-06
