2.9073374633239E-06,1.12714840375339E-06,2.97787449600245E-06,2.02606074500999E-06,3.16263164632912E-06
1.51618606386119E-06,1.84680600670773E-06,3.61008071402729E-06,2.4439978414943E-06,2.02644294541274E-06
9.26137556437823E-07,1.65771555465333E-06,1.46548528225522E-06,1.8904261272427E-06,1.81390005550341E-06
1.37825361898363E-06,3.00489645260584E-05,6.72390214118674E-07,4.70647802163632E-06,1.94760404323901E-06
0.00015732101959,0,0.000828291735542,3.66115987994599E-06,0.000139140563113
3.78559936747944E-06,2.51485466237051E-05,2.40615350224933E-07,5.47550808858289E-05,2.58642604691637E-06
1.80671564176918E-06,1.04139428883999E-06,3.33273197916119E-06,1.73020627303366E-06,1.76973153607075E-06
1.22601806288702E-06,1.50248149409884E-06,7.98389657789042E-07,2.45901638421735E-06,2.59891396936284E-06
2.10293774920912E-06,6.62211931802179E-06,2.12134873862153E-06,2.95302118660985E-06,1.24978329322329E-06
5.2487113915518E-07,2.78943842958105E-06,1.4526376600659E-06,2.59940477947756E-07,3.66966643372627E-06
3.78747453431711E-06,1.14981302629655E-06,5.95620498590943E-06,4.46768013110115E-06,1.16051672096964E-06
3.72154396281461E-06,1.52447816071268E-06,4.79604965497047E-05,8.82881813091783E-06,1.45013185147797E-06
8.06495462144529E-05,2.71579654721976E-06,3.59346971038485E-07,0.000437293057519,2.73195221085019E-07
2.25167307435384E-06,1.96091817649042E-06,1.68246966490129E-06,1.44533356602273E-06,1.98751317486746E-06
4.24538151746567E-06,1.64647370126457E-06,2.38966887199126E-06,5.5803627095315E-08,9.28621431422398E-06
1.60902695537637E-06,1.70238319023596E-06,2.3870457331593E-06,1.5759130837601E-06,7.6750660760259E-07
2.2850071086356E-06,1.47527181931262E-06,9.55038944896861E-07,2.35346270344736E-06,6.3037958714004E-07
2.55086894527471E-06,1.67141759191219E-06,8.63658701617375E-07,1.87570576778839E-06,3.60625521218035E-06
8.75012098710062E-06,2.64385467053495E-07,3.27635758804509E-06,1.67919950863662E-06,7.24702365399751E-07
5.83851417249167E-07,1.69624509711589E-06,8.17352743353629E-06,2.35432623876884E-06,2.11141722776527E-06
1.16865880816257E-06,8.38268194749254E-07,3.93288064075552E-06,1.34991547936306E-06,1.84140443156033E-06
5.37371623469864E-06,5.07304929291792E-06,7.27968668432638E-07,3.58244707929781E-06,1.01054874419252E-06
1.18400411634081E-06,2.39444333751098E-06,2.57578233429901E-06,1.87752580655401E-06,2.57681505983523E-06
2.04500387098773E-06,2.0882979358323E-05,3.01823153585624E-07,1.18682383472633E-05,2.081899800725E-06
4.76652748049528E-08,1.63291504897052E-06,1.36762830846236E-06,1.18727711168539E-06,2.66052566993112E-06
1.75594614845441E-06,2.58823075836148E-06,6.89825468223187E-07,1.59141759387737E-06,2.15383955310441E-06
1.70565414179548E-06,2.04831630740252E-06,2.01557026843877E-06,1.87179170298032E-06,1.51835510009814E-06
3.1072003643169E-06,1.84351117421891E-07,8.25999255754787E-07,1.73966634347132E-06,7.6088083419577E-07
2.52294234293115E-05,1.99592934890542E-05,2.28438788895504E-06,3.05268398540545E-06,3.95225501571643E-07
1.32878491810996E-06,1.65971495750736E-06,2.19253129399934E-06,1.21878757917504E-06,9.37299572935477E-07
1.59354336296164E-06,5.18955322150892E-07,8.89579130657287E-07,1.53165524938235E-06,1.84447098395586E-06
1.71149131516162E-06,2.80169802595429E-06,1.7486063455004E-06,1.35422331444754E-06,2.24439308900632E-06
3.57551398812346E-06,2.98153822460311E-06,2.20197494965905E-06,1.00266347864791E-06,1.21571322976413E-06
8.07621265492197E-08,2.43467163665476E-06,1.13272671120612E-06,1.80703499863796E-06,9.27803957468943E-07
1.84554288983043E-06,1.79667453790308E-06,4.6950792979871E-07,2.11349660428513E-06,1.85170720811731E-05
2.1936431753918E-06,1.5739410474062E-06,2.36729856201135E-06,2.25732197737887E-06,1.68429277627721E-06
1.92632960164412E-06,2.20776025851912E-06,3.35604512578564E-06,3.15897390782815E-06,2.34559867572624E-06
2.9080741749723E-06,1.91688360667538E-06,9.96889647777852E-07,2.44226449682794E-06,2.33575823207604E-06
2.50219573965575E-06,1.6483353240805E-06,2.07526354533105E-06,1.82523489184217E-06,1.90902485964139E-06
2.09994115337367E-06,1.34822477100137E-06,6.30239933614588E-08,1.32063770655566E-06,1.33630329200306E-06
2.98802523078225E-06,1.39341257146442E-06,2.15369270971773E-06,5.58363835430863E-07,3.44579052248751E-06
2.4418935843531E-06,2.94108203158878E-06,1.73024186085778E-06,1.59180454018903E-06,1.76687564578526E-06
1.38183239552193E-06,2.25198430522442E-06,1.92055397816443E-06,1.58555494079696E-06,1.37331921866822E-06
0.000240379960531,7.98529273588801E-06,5.99801668593615E-06,2.0005475122405E-05,1.20010233247773E-05
